Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
Hand,D01022.obj,799,1710,Only triangles,[0.025 0.025 0.025],[0.97500002 0.39912    0.52203798]
Hand,D01024.obj,114,204,Only triangles,[0.025 0.025 0.025],[0.79574299 0.97500002 0.40055001]
Hand,D01041.obj,1546,2878,Only triangles,[0.025 0.025 0.025],[0.465624   0.97500002 0.53306502]
Hand,D01060.obj,1521,2828,Only triangles,[0.025 0.025 0.025],[0.426691   0.97500002 0.52535701]
Hand,D01074.obj,421,837,Only triangles,[0.025 0.025 0.025],[0.384709   0.97500002 0.56386602]
Hand,D01093.obj,8471,16938,Only triangles,[-0.43850899 -0.76315898 -0.282379  ],[0.35789499 0.98923397 0.378968  ]
Hand,D01097.obj,6191,12378,Only triangles,[0.025 0.025 0.025],[0.87866002 0.97500002 0.35429701]
Hand,D01106.obj,2248,4466,Only triangles,[0.025 0.025 0.025],[0.190557   0.13492601 0.97500002]
Hand,D01117.obj,6038,12072,Only triangles,[0.025 0.025 0.025],[0.97500002 0.85093403 0.263156  ]
Hand,D01118.obj,1557,3110,Only triangles,[0.025 0.025 0.025],[0.572276   0.34670299 0.97500002]
Hand,D01153.obj,25001,49998,Only triangles,[0.025 0.025 0.025],[0.35470501 0.29348099 0.97500002]
Hand,D01162.obj,1198,2392,Only triangles,[0.025 0.025 0.025],[0.85836297 0.78329301 0.97500002]
Hand,D01170.obj,1547,3090,Only triangles,[0.025 0.025 0.025],[0.48937199 0.36723399 0.97500002]
Hand,D01172.obj,43386,86361,Only triangles,[0.025 0.025 0.025],[0.35153499 0.97500002 0.37054399]
Hand,D01193.obj,386,768,Only triangles,[0.025 0.025 0.025],[0.77515399 0.395345   0.97500002]
Hand,D01197.obj,7112,14220,Only triangles,[-0.52784598 -0.584171   -0.26578799],[0.70653898 0.99167198 0.36877799]
Hand,D01198.obj,1925,3846,Only triangles,[0.025 0.025 0.025],[0.245675   0.179601   0.97500002]
Hand,D01200.obj,7314,14624,Only triangles,[-0.40948701 -0.62327302 -0.25806499],[0.34546101 0.98206902 0.34820801]
Hand,m323.obj,43386,86361,Only triangles,[0.025 0.025 0.025],[0.35153499 0.97500002 0.37054399]
Hand,m324.obj,25001,49998,Only triangles,[0.025 0.025 0.025],[0.35470501 0.29348099 0.97500002]
Hand,m325.obj,1546,2878,Only triangles,[0.025 0.025 0.025],[0.465624   0.97500002 0.53306502]
Hand,m326.obj,1521,2828,Only triangles,[0.025 0.025 0.025],[0.426691   0.97500002 0.52535701]
Hand,m327.obj,386,768,Only triangles,[0.025 0.025 0.025],[0.77515399 0.395345   0.97500002]
Hand,m328.obj,6038,12072,Only triangles,[0.025 0.025 0.025],[0.97500002 0.85093403 0.263156  ]
Hand,m329.obj,6191,12378,Only triangles,[0.025 0.025 0.025],[0.87866002 0.97500002 0.35429701]
Hand,m330.obj,799,1710,Only triangles,[0.025 0.025 0.025],[0.97500002 0.39912    0.52203798]
Hand,m331.obj,421,837,Only triangles,[0.025 0.025 0.025],[0.384709   0.97500002 0.56386602]
Hand,m332.obj,1198,2392,Only triangles,[0.025 0.025 0.025],[0.85836297 0.78329301 0.97500002]
Hand,m333.obj,1023,2042,Only triangles,[0.025 0.025 0.025],[0.90824401 0.66510499 0.97500002]
Hand,m334.obj,114,204,Only triangles,[0.025 0.025 0.025],[0.79574299 0.97500002 0.40055001]
Hand,m335.obj,7929,15855,Only triangles,[0.025 0.025 0.025],[0.57612902 0.97500002 0.67505997]
Hand,m336.obj,1557,3110,Only triangles,[0.025 0.025 0.025],[0.572276   0.34670299 0.97500002]
Hand,m337.obj,1925,3846,Only triangles,[0.025 0.025 0.025],[0.245675   0.179601   0.97500002]
Hand,m338.obj,1547,3090,Only triangles,[0.025 0.025 0.025],[0.48937199 0.36723399 0.97500002]
Hand,m339.obj,2248,4466,Only triangles,[0.025 0.025 0.025],[0.190557   0.13492601 0.97500002]
Hat,m1627.obj,1009,1998,Only triangles,[0.025 0.025 0.025],[0.97500002 0.46236101 0.69020301]
Hat,m1628.obj,958,1500,Only triangles,[0.025 0.025 0.025],[0.79079098 0.55551499 0.97500002]
Hat,m1629.obj,2388,4284,Only triangles,[0.025 0.025 0.025],[0.72962099 0.448129   0.97500002]
Hat,m1630.obj,562,1120,Only triangles,[0.025 0.025 0.025],[0.89207101 0.447202   0.97500002]
Hat,m1631.obj,2064,3414,Only triangles,[0.025 0.025 0.025],[0.85463703 0.48863101 0.97500002]
Hat,m1632.obj,1264,2574,Only triangles,[0.025 0.025 0.025],[0.862625   0.79506499 0.97500002]
Hat,m1633.obj,1400,2653,Only triangles,[0.025 0.025 0.025],[0.50574201 0.84917599 0.97500002]
Hat,m1634.obj,5814,11562,Only triangles,[0.025 0.025 0.025],[0.92743802 0.685583   0.97500002]
Hat,m1635.obj,5092,10190,Only triangles,[0.025 0.025 0.025],[0.84403199 0.698107   0.97500002]
Hat,m1636.obj,426,848,Only triangles,[0.025 0.025 0.025],[0.89371198 0.898678   0.97500002]
Hat,m1637.obj,1002,2000,Only triangles,[0.025 0.025 0.025],[0.78469503 0.68120497 0.97500002]
Hat,m1638.obj,8815,17640,Only triangles,[0.025 0.025 0.025],[0.78976202 0.484525   0.97500002]
Hat,m1639.obj,2029,4000,Only triangles,[0.025 0.025 0.025],[0.664693   0.97500002 0.89274198]
Hat,m1640.obj,1002,2000,Only triangles,[0.025 0.025 0.025],[0.72792798 0.70465302 0.97500002]
Hat,m1641.obj,1256,2500,Only triangles,[0.025 0.025 0.025],[0.558568   0.97500002 0.77110302]
Helicopter,D00038.obj,13309,25129,Only triangles,[-0.85206097 -0.32584301 -0.198539  ],[1.00075996 0.183623   0.129104  ]
Helicopter,D00191.obj,4498,8476,Only triangles,[-0.92009699 -0.62370998 -0.25818899],[0.74651402 0.73147202 0.33516401]
Helicopter,D00361.obj,27062,51403,Only triangles,[-0.890481   -0.64825201 -0.281569  ],[0.86221099 0.747648   0.198595  ]
Helicopter,D00397.obj,5567,7990,Only triangles,[-0.812536   -0.53977197 -0.288629  ],[0.95335299 0.83799797 0.23361   ]
Helicopter,D00423.obj,1362,2668,Only triangles,[-1.07204998 -0.61917597 -0.180666  ],[0.61420399 0.67419702 0.309461  ]
Helicopter,D00470.obj,496,923,Only triangles,[-1.04656005 -0.47054899 -0.44052801],[0.76171499 0.80498302 0.212143  ]
Helicopter,D00471.obj,10985,20598,Only triangles,[-1.01770997 -0.77358699 -0.28086299],[0.917997   0.80914599 0.218196  ]
Helicopter,D00473.obj,5823,8027,Only triangles,[-0.98397303 -0.50854099 -0.80273598],[0.73693198 0.36974099 0.56788498]
Helicopter,D00498.obj,2133,3406,Only triangles,[-1.05982995 -0.649526   -0.18442801],[0.71828198 0.68839997 0.29743099]
Helicopter,D00500.obj,9980,16677,Only triangles,[-1.02993    -0.90810001 -0.25258499],[0.75481701 0.459728   0.21928801]
Helicopter,D00502.obj,3716,5138,Only triangles,[-1.06309998 -0.30976701 -0.659235  ],[0.87532002 0.27474499 0.60079598]
Helicopter,D00644.obj,35044,70103,Only triangles,[-0.95676601 -0.79753202 -0.198452  ],[0.915133   0.93481398 0.16166601]
Helicopter,D00658.obj,2770,4664,Only triangles,[-0.73089403 -0.55178702 -0.32844901],[1.08570004 0.83403403 0.24864601]
Helicopter,D00751.obj,17617,34164,Only triangles,[-0.96964401 -0.74475199 -0.202847  ],[0.79719597 0.77017498 0.258086  ]
Helicopter,D00796.obj,222,368,Only triangles,[-0.74997902 -0.88972098 -0.31613499],[0.832151   0.93941802 0.245196  ]
Helicopter,D00820.obj,2929,4000,Only triangles,[-0.66393203 -0.60722399 -0.242884  ],[0.84410602 0.49494499 0.261522  ]
Helicopter,D00868.obj,748,1325,Only triangles,[-0.63315398 -0.59539998 -0.13749   ],[1.01530004 0.65435499 0.174547  ]
Helicopter,D00977.obj,5681,8498,Only triangles,[-0.94770002 -0.60149503 -0.22012299],[0.847368   0.76103097 0.231861  ]
Helicopter,D00986.obj,1176,2060,Only triangles,[-0.78087902 -0.47191501 -0.122947  ],[0.95667499 0.73223299 0.175549  ]
Helicopter,D00991.obj,1988,3391,Only triangles,[-1.03597999 -0.30443001 -0.255449  ],[0.65600997 0.54363102 0.384601  ]
Helicopter,m1302.obj,1058,1882,Only triangles,[0.025 0.025 0.025],[0.21188501 0.289754   0.97500002]
Helicopter,m1304.obj,1066,2094,Only triangles,[0.025 0.025 0.025],[0.26650599 0.37327099 0.97500002]
Helicopter,m1305.obj,7105,14168,Only triangles,[0.025 0.025 0.025],[0.97500002 0.271097   0.166684  ]
Helicopter,m1306.obj,8547,17806,Only triangles,[0.025 0.025 0.025],[0.75196201 0.310837   0.97500002]
Helicopter,m1307.obj,18454,34708,Only triangles,[0.025 0.025 0.025],[0.75395501 0.33693799 0.97500002]
Helicopter,m1308.obj,58392,116773,Only triangles,[0.025 0.025 0.025],[0.915335   0.251275   0.97500002]
Helicopter,m1309.obj,2046,3460,Only triangles,[0.025 0.025 0.025],[0.97500002 0.262523   0.65248501]
Helicopter,m1310.obj,1362,2668,Only triangles,[0.025 0.025 0.025],[0.77451998 0.29927    0.97500002]
Helicopter,m1311.obj,1006,2008,Only triangles,[0.025 0.025 0.025],[0.851879   0.20723    0.97500002]
Helicopter,m1312.obj,222,368,Only triangles,[0.025 0.025 0.025],[0.97500002 0.31124499 0.839692  ]
Helicopter,m1313.obj,1610,2952,Only triangles,[0.025 0.025 0.025],[0.81350601 0.97500002 0.29115   ]
Helicopter,m1314.obj,1644,2996,Only triangles,[0.025 0.025 0.025],[0.97500002 0.76799899 0.391399  ]
Helicopter,m1315.obj,510,844,Only triangles,[0.025 0.025 0.025],[0.75224602 0.97500002 0.226254  ]
Helicopter,m1316.obj,396,682,Only triangles,[0.025 0.025 0.025],[0.97500002 0.58085102 0.25824299]
Helicopter,m1317.obj,1176,2060,Only triangles,[0.025 0.025 0.025],[0.97500002 0.66931701 0.22407299]
Helicopter,m1318.obj,1162,2056,Only triangles,[0.025 0.025 0.025],[0.97500002 0.75913    0.25031301]
Helicopter,m1319.obj,598,1004,Only triangles,[0.025 0.025 0.025],[0.68773502 0.97500002 0.178555  ]
Helicopter,m1320.obj,7818,14166,Only triangles,[0.025 0.025 0.025],[0.76271302 0.31256601 0.97500002]
Helicopter,m1321.obj,2752,5138,Only triangles,[0.025 0.025 0.025],[0.65896201 0.27976099 0.97500002]
Helicopter,m1322.obj,675,1270,Only triangles,[0.025 0.025 0.025],[0.85847598 0.97500002 0.29043901]
Helicopter,m1323.obj,6136,10656,Only triangles,[0.025 0.025 0.025],[0.802266   0.474942   0.97500002]
Helicopter,m1325.obj,1545,2438,Only triangles,[0.025 0.025 0.025],[0.83772302 0.97500002 0.299723  ]
Helicopter,m1326.obj,1545,2709,Only triangles,[0.025 0.025 0.025],[0.97500002 0.30346999 0.84014899]
Helicopter,m1327.obj,7851,14167,Only triangles,[0.025 0.025 0.025],[0.762712   0.97500002 0.31255901]
Helicopter,m1328.obj,3218,6448,Only triangles,[0.025 0.025 0.025],[0.97500002 0.31891701 0.78938103]
Helicopter,m1329.obj,665,1242,Only triangles,[0.025 0.025 0.025],[0.78712898 0.57454401 0.97500002]
Helicopter,m1330.obj,294,578,Only triangles,[0.025 0.025 0.025],[0.222571   0.25132701 0.97500002]
Helicopter,m1332.obj,496,923,Only triangles,[0.025 0.025 0.025],[0.729325   0.32098401 0.97500002]
Helicopter,m1333.obj,439,900,Only triangles,[0.025 0.025 0.025],[0.81594098 0.27301499 0.97500002]
Helicopter,m1334.obj,267,524,Only triangles,[0.025 0.025 0.025],[0.815539   0.27240601 0.97500002]
Helicopter,m1336.obj,1201,2319,Only triangles,[0.025 0.025 0.025],[0.740421   0.28615299 0.97500002]
House,D00001.obj,46622,90161,Only triangles,[-0.72598302 -0.98933798 -0.54203999],[1.00829995 0.75315899 0.440249  ]
House,D00044.obj,10202,19412,Only triangles,[-0.708583   -0.69891602 -0.48862401],[0.93217701 0.99350601 0.48147401]
House,D00091.obj,617,768,Only triangles,[-1.13091004 -0.742037   -0.348436  ],[0.54241002 0.56830001 0.70339799]
House,D00095.obj,3375,3304,Only triangles,[-0.75936103 -0.94148898 -0.22936   ],[1.17385006 0.91496497 0.49792099]
House,D00286.obj,28479,62973,Only triangles,[-0.85741597 -0.91980201 -0.387521  ],[0.88034201 0.85469401 0.52123702]
House,D00325.obj,10373,16975,Only triangles,[-0.61213201 -0.78274202 -0.944942  ],[1.00305998 0.78496701 0.684138  ]
House,D00359.obj,35522,66144,Only triangles,[-1.01194    -0.93390298 -0.420798  ],[0.72274798 0.82716399 0.60918599]
House,D00389.obj,27493,50407,Only triangles,[-1.08453  -0.830679 -0.45565 ],[0.74903798 0.871337   0.476385  ]
House,D00415.obj,25185,46904,Only triangles,[-0.79619402 -0.63162202 -0.96847397],[0.78098899 0.44628701 0.39777699]
House,D00454.obj,6044,10208,Only triangles,[-0.79177302 -0.63124597 -0.25481501],[1.06149006 0.480165   0.49762401]
House,D00568.obj,2852,5384,Only triangles,[-0.568385   -0.57356697 -0.87708002],[1.00510001 0.685736   0.44176501]
House,D00574.obj,15615,68220,Only triangles,[-0.93801999 -0.88054001 -0.39995   ],[0.80446601 0.84191    0.340938  ]
House,D00665.obj,1216,2109,Only triangles,[-0.80851197 -0.817056   -0.62519401],[0.87383902 0.79654801 0.64204103]
House,D00873.obj,6380,13009,Only triangles,[-0.72789103 -0.80481797 -0.47002399],[1.06092    1.00814998 0.36988899]
House,D00889.obj,2050,2048,Only triangles,[-0.80357099 -0.90561402 -0.34213901],[1.03016996 0.80915302 0.58233303]
House,D00901.obj,17257,40698,Only triangles,[-0.81137401 -1.00022995 -0.51660198],[0.97542101 0.78234202 0.385005  ]
House,D00903.obj,28137,55333,Only triangles,[-1.05637002 -0.78952599 -0.46177399],[0.729164   0.67766398 0.43623301]
House,D00941.obj,8511,15800,Only triangles,[-0.76309699 -0.626248   -0.36973399],[1.00679004 0.22204299 0.427775  ]
House,D00946.obj,7423,15272,Only triangles,[-0.58674097 -0.79189998 -0.63898402],[0.94711798 0.772569   0.58617097]
House,D00965.obj,1752,2800,Only triangles,[-0.92414403 -0.92049301 -0.397412  ],[0.78533602 0.79920799 0.337556  ]
House,m423.obj,35,48,Only triangles,[0.025 0.025 0.025],[0.97500002 0.309109   0.39083499]
House,m429.obj,14312,27982,Only triangles,[0.025 0.025 0.025],[0.97500002 0.56353498 0.94638997]
House,m430.obj,1686,2832,Only triangles,[0.025 0.025 0.025],[0.97500002 0.45201099 0.72239   ]
House,m431.obj,966,1275,Only triangles,[0.025 0.025 0.025],[0.97500002 0.16526701 0.482454  ]
House,m432.obj,722,1207,Only triangles,[0.025 0.025 0.025],[0.97500002 0.329799   0.95664299]
House,m433.obj,2380,4236,Only triangles,[0.025 0.025 0.025],[0.97500002 0.224068   0.88863599]
House,m434.obj,22,26,Only triangles,[0.025 0.025 0.025],[0.658333   0.97500002 0.97500002]
House,m435.obj,119,184,Only triangles,[0.025 0.025 0.025],[0.97500002 0.34562501 0.5       ]
House,m436.obj,220,240,Only triangles,[0.025 0.025 0.025],[0.97500002 0.351567   0.48565599]
House,m439.obj,356,532,Only triangles,[0.025 0.025 0.025],[0.58883399 0.191202   0.97500002]
House,m440.obj,411,906,Only triangles,[0.025 0.025 0.025],[0.65180397 0.46572199 0.97500002]
House,m441.obj,2086,2283,Only triangles,[0.025 0.025 0.025],[0.67789298 0.43759701 0.97500002]
House,m443.obj,284,417,Only triangles,[0.025 0.025 0.025],[0.57851201 0.46466899 0.97500002]
House,m446.obj,20624,35236,Only triangles,[0.025 0.025 0.025],[0.97500002 0.27871701 0.69033402]
House,m447.obj,1455,2370,Only triangles,[0.025 0.025 0.025],[0.97500002 0.476412   0.46525699]
House,m448.obj,762,1502,Only triangles,[0.025 0.025 0.025],[0.71456301 0.97500002 0.89930898]
House,m449.obj,221,328,Only triangles,[0.025 0.025 0.025],[0.68058401 0.52467799 0.97500002]
House,m451.obj,905,1696,Only triangles,[0.025 0.025 0.025],[0.97500002 0.24666101 0.53742403]
House,m452.obj,2557,5111,Only triangles,[0.025 0.025 0.025],[0.97500002 0.743442   0.76643097]
House,m453.obj,2385,5116,Only triangles,[0.025 0.025 0.025],[0.97500002 0.82519799 0.739061  ]
House,m454.obj,200,216,Only triangles,[0.025 0.025 0.025],[0.97500002 0.3874     0.55505002]
House,m456.obj,607,703,Only triangles,[0.025 0.025 0.025],[0.97500002 0.48446199 0.94279498]
House,m457.obj,284,417,Only triangles,[0.025 0.025 0.025],[0.57851201 0.46466899 0.97500002]
House,m460.obj,4748,8520,Only triangles,[0.025 0.025 0.025],[0.97500002 0.68099099 0.75500399]
House,m461.obj,816,1587,Only triangles,[0.025 0.025 0.025],[0.97500002 0.82523501 0.716057  ]
House,m462.obj,25,22,Only triangles,[0.025 0.025 0.025],[0.68024701 0.60382003 0.97500002]
HumanHead,D00013.obj,5244,30981,Only triangles,[-3.80573988 -0.90566897 15.18019962],[-1.68524003  1.57128    18.30879974]
HumanHead,D00061.obj,5119,13146,Only triangles,[ 2.83773994  3.56151009 10.78339958],[ 4.05842018  5.17570019 12.92500019]
HumanHead,D00072.obj,5284,31161,Only triangles,[-1.97503996 -0.95093101  0.004771  ],[-0.28024599  0.917072    2.42659998]
HumanHead,D00106.obj,5276,31296,Only triangles,[-0.484285   -0.17206199 -0.062946  ],[0.45748299 0.65325803 1.13524997]
HumanHead,D00131.obj,5161,30666,Only triangles,[ 9.75659001e-04 -7.30314016e+00  5.14741993e+00],[ 3.73449993 -2.34325004 11.02900028]
HumanHead,D00205.obj,1394,6816,Only triangles,[-4.16345978  1.33720994 -4.3392601 ],[1.06952    8.19769955 4.80420017]
HumanHead,D00313.obj,6146,36864,Only triangles,[0.154346   0.153909   0.16412701],[0.46303901 0.46172699 0.49238199]
HumanHead,D00434.obj,4296,24864,Only triangles,[-2.33278704 -2.77522206 -0.34586501],[2.51637793 4.08826494 5.5621748 ]
HumanHead,D00487.obj,3224,19092,Only triangles,[-0.38386399 -1.35987902 -0.007895  ],[ 0.39067599 -0.567343    0.97378099]
HumanHead,D00488.obj,6211,37047,Only triangles,[-0.1068    1.6164   -0.005186],[0.107003   1.85663998 0.25221801]
HumanHead,D00566.obj,1919,11118,Only triangles,[ 11598.7734375  -11225.92773438   7202.79248047],[ 11787.05078125 -10979.02050781   7483.17626953]
HumanHead,D00578.obj,7968,47469,Only triangles,[-33.61429977 -30.34049988  -0.288122  ],[ 0.060443    1.37268996 39.2621994 ]
HumanHead,D00591.obj,5167,30336,Only triangles,[-1.15728998 -1.19965005 -2.44860005],[1.21416998 2.55813003 2.3743701 ]
HumanHead,D00610.obj,4503,26382,Only triangles,[-0.50464499 -0.995498   -0.37864301],[1.3707     0.99645001 2.16630006]
HumanHead,D00629.obj,3490,19104,Only triangles,[-2.23923302 -3.13151097  0.30238101],[-0.92738098 -1.91993093  1.80771303]
HumanHead,D00653.obj,2885,17058,Only triangles,[-3.14009094  3.69989586 -1.58123207],[-1.51967406  5.59638786  1.43292499]
HumanHead,D00690.obj,5253,28086,Only triangles,[8.09076023 9.93733978 0.614052  ],[11.13710022 13.69009972  4.81093025]
HumanHead,D00758.obj,959,5589,Only triangles,[2.52852783e+01 6.54100021e-03 2.47476292e+00],[25.87521172  0.66712499  3.25705791]
HumanHead,D00910.obj,3258,8028,Only triangles,[-0.93419302 -0.30669501  0.        ],[0.93419302 1.70130992 2.31577992]
HumanHead,D00984.obj,2319,13848,Only triangles,[ 0.70221698 -2.24110007 -1.39245999],[5.71838999 1.93490005 5.26676989]
HumanHead,m340.obj,1426,2790,Only triangles,[0.025 0.025 0.025],[0.89900899 0.97500002 0.94844502]
HumanHead,m341.obj,1884,3604,Only triangles,[0.025 0.025 0.025],[0.67785501 0.97500002 0.82164598]
HumanHead,m342.obj,1543,2688,Only triangles,[0.035556 0.025    0.025   ],[0.70364499 0.97500002 0.82808799]
HumanHead,m343.obj,1984,3747,Only triangles,[0.025 0.025 0.025],[0.69156498 0.97500002 0.83106798]
HumanHead,m344.obj,1996,3564,Only triangles,[0.025 0.025 0.025],[0.56527102 0.76469702 0.97500002]
HumanHead,m345.obj,2687,4801,Only triangles,[0.025 0.025 0.025],[0.956833   0.97500002 0.90106899]
HumanHead,m346.obj,484,919,Only triangles,[0.025 0.025 0.025],[0.600914   0.97500002 0.75924802]
HumanHead,m347.obj,906,2070,Only triangles,[0.025 0.025 0.025],[0.57733297 0.97500002 0.76133102]
HumanHead,m348.obj,9166,18008,Only triangles,[0.025 0.025 0.025],[0.60171402 0.97500002 0.74601501]
HumanHead,m349.obj,26749,51801,Only triangles,[0.025 0.025 0.025],[0.71615201 0.97500002 0.797975  ]
HumanHead,m350.obj,2034,3946,Only triangles,[0.025 0.025 0.025],[0.97500002 0.94299197 0.950643  ]
HumanHead,m351.obj,882,1646,Only triangles,[0.025 0.025 0.025],[0.73653299 0.97500002 0.84245503]
HumanHead,m352.obj,664,1197,Only triangles,[0.025 0.025 0.025],[0.747311   0.97500002 0.94106698]
HumanHead,m353.obj,7896,15788,Only triangles,[0.025 0.025 0.025],[0.69980103 0.97500002 0.85408598]
HumanHead,m354.obj,216,426,Only triangles,[0.025 0.025 0.025],[0.54843903 0.97500002 0.70515698]
HumanHead,m355.obj,17358,34712,Only triangles,[0.025 0.025 0.025],[0.58342397 0.97500002 0.78378099]
HumanHead,m356.obj,692,1380,Only triangles,[0.025 0.025 0.025],[0.74341202 0.97500002 0.920425  ]
HumanHead,m357.obj,193,384,Only triangles,[0.025 0.025 0.025],[0.763762   0.97500002 0.93433201]
HumanHead,m358.obj,1173,2260,Only triangles,[0.025 0.025 0.025],[0.63961798 0.97500002 0.80396801]
HumanHead,m359.obj,314,615,Only triangles,[0.025 0.025 0.025],[0.848333   0.959167   0.97500002]
HumanHead,m360.obj,270,536,Only triangles,[0.025 0.025 0.025],[0.74578899 0.97500002 0.88468897]
HumanHead,m361.obj,295,557,Only triangles,[0.025 0.025 0.025],[0.67568499 0.97500002 0.740753  ]
HumanHead,m362.obj,186,360,Only triangles,[0.025 0.025 0.025],[0.724783   0.97500002 0.77574801]
HumanHead,m363.obj,1884,3604,Only triangles,[0.025 0.025 0.025],[0.713112   0.97500002 0.89509702]
HumanHead,m364.obj,263,465,Only triangles,[0.025 0.025 0.025],[0.67174202 0.97500002 0.91196501]
HumanHead,m365.obj,17666,35328,Only triangles,[0.025 0.025 0.025],[0.823412   0.97500002 0.68559802]
HumanHead,m366.obj,3009,5951,Only triangles,[0.025      0.26627001 0.025     ],[0.46596301 0.97500002 0.474444  ]
