Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
Train,m1578.obj,333,574,Only triangles,[0.025 0.025 0.025],[0.20873199 0.370015   0.97500002]
Train,m1580.obj,1400,2568,Only triangles,[0.025 0.025 0.025],[0.97500002 0.402336   0.380885  ]
Train,m1581.obj,11299,22000,Only triangles,[0.025 0.025 0.025],[0.17244001 0.28300199 0.97500002]
Train,m1582.obj,8239,16328,Only triangles,[0.025 0.025 0.025],[0.194938   0.273211   0.97500002]
Train,m1583.obj,309,573,Only triangles,[0.025 0.025 0.025],[0.32357201 0.56785703 0.97500002]
Train,m1584.obj,174,316,Only triangles,[0.025 0.025 0.025],[0.97500002 0.50805098 0.376302  ]
Train,m1585.obj,5303,10241,Only triangles,[0.025 0.025 0.025],[0.30230299 0.399059   0.97500002]
Train,m1586.obj,5520,10581,Only triangles,[0.025 0.025 0.025],[0.30340999 0.37714899 0.97500002]
Train,m1587.obj,4658,8999,Only triangles,[0.025 0.025 0.025],[0.32792601 0.473142   0.97500002]
Train,m1588.obj,4400,7716,Only triangles,[0.025 0.025 0.025],[0.269842   0.433029   0.97500002]
Tree,D00096.obj,54223,36512,Only triangles,[-0.67135602 -0.37339899 -0.334295  ],[1.18867004 0.359227   0.36245099]
Tree,D00200.obj,19368,10908,Only triangles,[-0.74024999 -0.38457701 -0.399645  ],[0.85570502 0.40158099 0.36556   ]
Tree,D00221.obj,49630,51077,Only triangles,[-0.831774   -0.78820503 -0.72762299],[0.703098   0.80139703 0.85650897]
Tree,D00223.obj,58864,54644,Only triangles,[-0.82818002 -0.76124901 -0.78434002],[0.70024103 0.86020303 0.81751901]
Tree,D00367.obj,2903,3692,Only triangles,[-1.08019996 -0.71457398 -0.51672298],[0.39131901 0.47318    0.44628999]
Tree,D00385.obj,12534,7366,Only triangles,[-1.07677996 -0.85607201 -0.590222  ],[0.617585   0.82110101 0.70310098]
Tree,D00393.obj,49528,41792,Only triangles,[-1.13003004 -0.84596097 -0.521846  ],[0.68165302 0.87065101 1.05060995]
Tree,D00439.obj,36902,28551,Only triangles,[-0.64013201 -0.723589   -0.44413599],[0.65627903 0.62401801 0.53423899]
Tree,D00456.obj,1936,1697,Only triangles,[-0.41346601 -0.20615    -0.209774  ],[0.97394699 0.22649699 0.221499  ]
Tree,D00479.obj,28407,35761,Only triangles,[-0.728104   -0.753838   -0.74372602],[0.68867499 0.665084   0.74670398]
Tree,D00533.obj,31972,18412,Only triangles,[-0.65831798 -0.30791199 -0.33881399],[0.697815   0.368016   0.30917701]
Tree,D00573.obj,23696,23680,Only triangles,[-0.67614102 -0.504682   -0.51113099],[0.58968502 0.53068203 0.533494  ]
Tree,D00612.obj,11385,4891,Only triangles,[-1.03673995 -0.60924298 -0.52303803],[0.93544799 0.57922    0.61781502]
Tree,D00727.obj,56409,40642,Only triangles,[-0.7726     -0.81414998 -0.91695601],[0.97027802 0.804699   0.833341  ]
Tree,D00765.obj,41501,29804,Only triangles,[-0.88817298 -0.63065702 -0.54506397],[0.97835499 0.83077198 0.82496703]
Tree,D00777.obj,21856,13758,Only triangles,[-0.93618703 -0.50193799 -0.49226499],[0.87422103 0.48423499 0.50028801]
Tree,D00810.obj,29528,25996,Only triangles,[-0.83281499 -0.63019902 -0.378609  ],[0.58595699 0.97779101 0.54076302]
Tree,D00834.obj,52078,73042,Only triangles,[-0.59363902 -0.37501201 -0.387187  ],[0.91580802 0.40193501 0.390214  ]
Tree,D00911.obj,58369,46364,Only triangles,[-0.72256702 -0.857903   -0.68918902],[0.846416   0.83625799 0.97739601]
Tree,D00996.obj,29340,28868,Only triangles,[-0.93196702 -0.99976099 -0.89215302],[0.72763097 0.83767003 0.90800101]
Tree,m1050.obj,5410,4629,Only triangles,[0.025 0.025 0.025],[0.58110201 0.97500002 0.54076999]
Tree,m1062.obj,334,692,Only triangles,[0.025 0.025 0.025],[0.59701902 0.90412802 0.97500002]
Tree,m1063.obj,470,932,Only triangles,[0.025 0.025 0.025],[0.784114   0.97500002 0.73887599]
Tree,m1064.obj,2681,1800,Only triangles,[0.025 0.025 0.025],[0.51692599 0.97500002 0.53709102]
Tree,m1065.obj,3007,1610,Only triangles,[0.025 0.025 0.025],[0.538252   0.97500002 0.51986998]
Tree,m1066.obj,1904,2042,Only triangles,[0.025 0.025 0.025],[0.467435   0.97500002 0.37068799]
Tree,m1067.obj,1058,1756,Only triangles,[0.025 0.025 0.025],[0.76136601 0.97500002 0.62667102]
Tree,m1068.obj,1366,1892,Only triangles,[0.025 0.025 0.025],[0.97500002 0.85368299 0.90100598]
Tree,m1069.obj,18418,17436,Only triangles,[0.025 0.025 0.025],[0.90719098 0.97500002 0.96988797]
Tree,m1070.obj,1194,1134,Only triangles,[0.025 0.025 0.025],[0.31470299 0.97500002 0.427371  ]
Tree,m1071.obj,1086,1812,Only triangles,[0.025 0.025 0.025],[0.95466501 0.701217   0.97500002]
Tree,m1072.obj,1356,1296,Only triangles,[0.025 0.025 0.025],[0.47714701 0.97500002 0.53870702]
Tree,m1075.obj,574,1112,Only triangles,[0.025 0.025 0.025],[0.362593   0.97500002 0.64025098]
Tree,m1077.obj,832,1471,Only triangles,[0.025 0.025 0.025],[0.698488   0.97500002 0.71532702]
Tree,m1078.obj,724,696,Only triangles,[0.025 0.025 0.025],[0.271474   0.97500002 0.39805901]
Tree,m1079.obj,155,260,Only triangles,[0.025 0.025 0.025],[0.29100001 0.97500002 0.27798101]
Tree,m1082.obj,82,140,Only triangles,[0.025 0.025 0.025],[0.45791101 0.97500002 0.43672299]
Tree,m1086.obj,6247,6856,Only triangles,[0.025 0.025 0.025],[0.32207099 0.97500002 0.33330101]
Tree,m1089.obj,170,264,Only triangles,[0.025 0.025 0.025],[0.57835299 0.97500002 0.55927902]
Tree,m1090.obj,5482,10928,Only triangles,[0.025 0.025 0.025],[0.97500002 0.69057    0.75938201]
Tree,m1091.obj,2457,3814,Only triangles,[0.025 0.025 0.025],[0.56371701 0.97500002 0.63828701]
Tree,m1092.obj,337,638,Only triangles,[0.025 0.025 0.025],[0.97500002 0.74740797 0.93353802]
Tree,m1093.obj,1197,1954,Only triangles,[0.025 0.025 0.025],[0.87556702 0.97500002 0.79323298]
Tree,m1095.obj,1303,1445,Only triangles,[0.025 0.025 0.025],[0.965689   0.97500002 0.95157802]
Tree,m1096.obj,835,1376,Only triangles,[0.025 0.025 0.025],[0.56582499 0.97500002 0.56325299]
Tree,m1097.obj,35,31,Only triangles,[0.025 0.025 0.025],[0.41852701 0.97500002 0.02842   ]
Tree,m1098.obj,3441,3701,Only triangles,[0.025 0.025 0.025],[0.90906203 0.86264002 0.97500002]
Truck,D00002.obj,482,2520,Only triangles,[ 2.6790061  -0.89951098 -0.027327  ],[8.419631   1.42253196 1.86136103]
Truck,D00003.obj,6683,37098,Only triangles,[ 0.33401701 -0.82961798 -0.018506  ],[3.09260011 6.45503998 2.97985005]
Truck,D00010.obj,6939,38910,Only triangles,[ 7.22164011 13.39719963 -0.27998799],[10.90040016 24.31200027  3.68515015]
Truck,D00029.obj,5209,38331,Only triangles,[0.0342377  0.00192095 0.00503536],[ 2.61831999 15.75819969  3.87175989]
Truck,D00047.obj,3644,21885,Only triangles,[ 1.58733702  0.45479199 -0.209149  ],[17.73170853  3.29646492  4.45543718]
Truck,D00056.obj,4148,21741,Only triangles,[-4.28236008  2.6412859   0.        ],[11.89951324  5.83169985  4.45543718]
Truck,D00112.obj,7853,47286,Only triangles,[-0.00187855 -0.00060713  0.00228129],[ 3.32376003 13.24810028  4.50389004]
Truck,D00158.obj,8315,46152,Only triangles,[-0.56965202 -2.11951995  0.005011  ],[2.18893003 5.28806019 3.20852995]
Truck,D00241.obj,1162,6990,Only triangles,[-2.99001002 -0.114752    0.        ],[14.43245602  3.0756619   3.89023685]
Truck,D00287.obj,5290,30009,Only triangles,[-2.29011011 -5.08010006 -2.3698101 ],[2.28986001 5.07440996 2.37037992]
Truck,D00303.obj,8955,54603,Only triangles,[0.00538704 0.00060355 0.00227634],[ 3.02213001 17.27009964  4.5999999 ]
Truck,D00331.obj,4990,34089,Only triangles,[-1.58009005 -0.17497     0.        ],[15.50010014  2.58495998  3.63160992]
Truck,D00406.obj,1419,9108,Only triangles,[-3.35624009e-01 -9.70849991e-02  1.97999994e-04],[0.14494599 0.088676   0.22267   ]
Truck,D00424.obj,3725,34776,Only triangles,[-0.14057    0.0788136 -0.099348 ],[19.75639915  2.55868006  4.01829004]
Truck,D00518.obj,5427,32121,Only triangles,[0.00132611 0.00748242 0.000219  ],[ 2.4813199  11.04150009  3.82757998]
Truck,D00804.obj,6576,35157,Only triangles,[-3.06069994 -3.76591992 -0.034132  ],[0.173545   6.75881004 4.26479006]
Truck,D00835.obj,11749,69420,Only triangles,[4.80325985 0.56799698 0.        ],[ 8.03750038 10.60439968  3.23861003]
Truck,D00926.obj,5602,39495,Only triangles,[9.17465019e+00 0.00000000e+00 1.70372997e-03],[11.70689964 19.37739944  4.14455986]
Truck,D00947.obj,2530,15906,Only triangles,[ 2.16118598e+00  1.66347523e+01 -9.52999981e-04],[23.07510567 24.38396072  9.38946724]
Truck,D00987.obj,13228,78354,Only triangles,[-0.63555503  0.00839626 -0.105915  ],[ 2.42860007 10.81359959  3.96332002]
Truck,m1570.obj,1445,3111,Only triangles,[0.025 0.025 0.025],[0.233035   0.36178201 0.97500002]
Truck,m1571.obj,12792,23350,Only triangles,[0.025 0.025 0.025],[0.316926   0.41302201 0.97500002]
Truck,m1572.obj,9614,18340,Only triangles,[0.025 0.025 0.025],[0.186122   0.26552299 0.97500002]
Truck,m1573.obj,1461,2788,Only triangles,[0.025 0.025 0.025],[0.28759199 0.322961   0.97500002]
Truck,m1574.obj,3780,7402,Only triangles,[0.025 0.025 0.025],[0.41884699 0.46014601 0.97500002]
Truck,m1575.obj,47209,92176,Only triangles,[0.025 0.025 0.025],[0.39720401 0.47281301 0.97500002]
Truck,m1576.obj,3519,7038,Only triangles,[0.025 0.025 0.025],[0.97500002 0.37992701 0.31818199]
TruckNonContainer,D00055.obj,7636,45843,Only triangles,[0. 0. 0.],[2.54820585 5.85284996 3.75791693]
TruckNonContainer,D00143.obj,3622,30261,Only triangles,[ 9.75009978e-01  6.84813023e+00 -3.85500002e-03],[5.28235006 8.74785995 3.15915012]
TruckNonContainer,D00148.obj,2448,14064,Only triangles,[2.85873413e+00 9.62242413e+00 7.12099997e-03],[ 4.64376116 14.17353916  2.01457906]
TruckNonContainer,D00215.obj,4409,23541,Only triangles,[ -85.72694397 -320.10858154  -45.55376434],[ 92.94817352 169.11047363 134.995224  ]
TruckNonContainer,D00252.obj,2288,13668,Only triangles,[-4.19511986  0.29103401  0.        ],[16.33868217 12.24742889  9.39042091]
TruckNonContainer,D00266.obj,6898,39423,Only triangles,[-0.161621 -0.001006  0.      ],[2.14008999 5.77522993 2.21359992]
TruckNonContainer,D00267.obj,6035,36387,Only triangles,[ 5.12225008 -5.80774021  1.05701995],[142.41999817  56.45489883  76.19439697]
TruckNonContainer,D00275.obj,5510,32640,Only triangles,[12.75699997  7.95887995  0.076544  ],[40.46670151 16.05249977 10.22980022]
TruckNonContainer,D00283.obj,6979,34398,Only triangles,[0.85556501 0.67398399 0.00349072],[0.94085902 0.85465699 0.116439  ]
TruckNonContainer,D00353.obj,11914,72831,Only triangles,[ 1.10204001e-05 -5.89980977e-04  0.00000000e+00],[3.32328987 7.41129017 4.19098997]
TruckNonContainer,D00553.obj,7248,42048,Only triangles,[-1.33675098 -3.12537193 -1.86689997],[ 3.69652605 10.82445621  4.13561392]
TruckNonContainer,D00572.obj,4657,33006,Only triangles,[0.00195067 0.         0.        ],[2.75672007 9.24579048 2.58466005]
TruckNonContainer,D00608.obj,7112,39882,Only triangles,[-2.33768892e+00  2.16103002e-01 -9.61999991e-04],[-0.35070601  5.21958494  2.14772105]
TruckNonContainer,D00619.obj,5231,31575,Only triangles,[-293.26800537   18.19939995   -4.22610998],[191.88000488 153.76100159 228.30000305]
TruckNonContainer,D00699.obj,5071,34131,Only triangles,[-0.001587    0.13114201 -0.0126997 ],[2.28951001 5.66568995 2.31731987]
TruckNonContainer,D00731.obj,4918,37590,Only triangles,[ 3.47577    -0.13345601  0.        ],[6.09899998 7.71034002 3.05498004]
TruckNonContainer,D00737.obj,2578,13452,Only triangles,[ -72.41590118 -245.397995     -1.08963001],[ 72.84220123  48.1026001  140.69799805]
TruckNonContainer,D00783.obj,5246,30654,Only triangles,[ 8.06462955e+00 -1.39548993e+00 -1.50004998e-04],[15.86660004  1.47686005  2.83200002]
TruckNonContainer,D00879.obj,4278,25308,Only triangles,[ 1.91266894  1.66568804 -0.035788  ],[9.54455662 5.9524641  4.20017719]
TruckNonContainer,D00943.obj,8852,45708,Only triangles,[ 0.75843799 -0.0508      0.14615899],[2.32998705 4.29925919 2.24876904]
Vase,m527.obj,176,348,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.97500002]
Vase,m528.obj,3128,6132,Only triangles,[0.025 0.025 0.025],[0.40429899 0.355883   0.97500002]
Vase,m529.obj,1750,3121,Only triangles,[0.025 0.025 0.025],[0.97064197 0.65044999 0.97500002]
Vase,m531.obj,1296,2592,Only triangles,[0.025 0.025 0.025],[0.495107   0.97500002 0.49513501]
Vase,m532.obj,240,480,Only triangles,[0.025 0.025 0.025],[0.42287001 0.42287001 0.97500002]
Vase,m533.obj,32,68,Only triangles,[0.025 0.025 0.025],[0.61595702 0.97500002 0.52510601]
Vase,m534.obj,241,480,Only triangles,[0.025 0.025 0.025],[0.63978398 0.97500002 0.63978398]
Vase,m535.obj,176,320,Only triangles,[0.025 0.025 0.025],[0.67414099 0.97500002 0.67414099]
Vase,m536.obj,4578,9152,Only triangles,[0.025 0.025 0.025],[0.5        0.5        0.97500002]
Vase,m537.obj,504,1008,Only triangles,[0.025 0.025 0.025],[0.57160503 0.97500002 0.57172102]
Vase,m538.obj,301,638,Only triangles,[0.025 0.025 0.025],[0.97500002 0.53953499 0.97458303]
Vase,m539.obj,2526,5004,Only triangles,[0.025 0.025 0.025],[0.75329697 0.97500002 0.75279999]
Vase,m540.obj,304,604,Only triangles,[0.025 0.025 0.025],[0.93196601 0.80326098 0.97500002]
Vase,m541.obj,312,1196,Only triangles,[0.025 0.025 0.025],[0.89031303 0.97500002 0.89069903]
Vase,m542.obj,296,572,Only triangles,[0.025 0.025 0.025],[0.64224601 0.93859202 0.97500002]
Vase,m543.obj,624,1196,Only triangles,[0.025 0.025 0.025],[0.89031303 0.97500002 0.890697  ]
Vase,m544.obj,1002,2000,Only triangles,[0.025 0.025 0.025],[0.66906899 0.97500002 0.66906899]
Vase,m545.obj,402,800,Only triangles,[0.025 0.025 0.025],[0.97500002 0.40960899 0.97500002]
Vase,m546.obj,1002,2000,Only triangles,[0.025 0.025 0.025],[0.66905802 0.97500002 0.66905802]
Vase,m547.obj,529,1000,Only triangles,[0.025 0.025 0.025],[0.97500002 0.71433598 0.97500002]
Violin,D00108.obj,1529,8214,Only triangles,[ 2.68761992 -2.46872997  0.48387101],[4.70812988 3.10916996 1.08280003]
Violin,D00216.obj,3864,24384,Only triangles,[ 0.220861   -0.25967801  0.133586  ],[ 0.428767   -0.14730901  0.72349101]
Violin,D00250.obj,4066,29310,Only triangles,[-0.17854001  0.120517    0.0625038 ],[0.431319   0.196079   0.26997399]
Violin,D00324.obj,2454,15021,Only triangles,[1.72684002 2.2560401  0.095745  ],[2.70567989 5.33739996 0.65997601]
Violin,D00340.obj,4315,27552,Only triangles,[ 0.686432   -0.037525    1.09774995],[0.90188599 0.0263179  1.70089006]
Violin,D00349.obj,1299,7410,Only triangles,[-14.7377758  17.900774    0.42433  ],[-14.28261948  18.74074745   1.50189602]
Violin,D00358.obj,7592,48261,Only triangles,[ 0.48787001 -0.0127201  -0.061643  ],[0.69501698 0.59669    0.022873  ]
Violin,D00376.obj,1069,6219,Only triangles,[ 3.63477492  2.77945089 -0.60190201],[4.93404293 4.43221712 3.4739809 ]
Violin,D00506.obj,2841,14943,Only triangles,[ 4.27560091 12.04058361 -1.40259802],[10.73377514 19.92248917 18.00532722]
Violin,D00570.obj,2297,11481,Only triangles,[1.88829994 0.74284601 0.34135899],[2.60086012 1.79447007 2.13233995]
Violin,D00598.obj,6831,43521,Only triangles,[-8.06653976e+00 -1.34326885e+04 -5.26695013e-01],[ 5.26535312e+04 -1.72402000e+00  5.94968799e+03]
Violin,D00602.obj,3627,22923,Only triangles,[ 9.93669033 20.73200035  1.79291999],[10.03759956 20.93910027  2.54048991]
Violin,D00620.obj,771,4653,Only triangles,[-0.34162399 -0.446695    0.01905   ],[-0.024124    0.37574399  0.08255   ]
Violin,D00675.obj,4149,25794,Only triangles,[0.150585   0.41961199 0.000899  ],[0.33972499 0.59253198 0.57798803]
Violin,D00701.obj,2198,13341,Only triangles,[ 4.58115387  0.039219   -0.082304  ],[5.56361818 2.81673908 0.119063  ]
Violin,D00704.obj,799,4173,Only triangles,[0.32303599 0.018012   1.31195998],[1.01075995 0.31379101 1.53281999]
Violin,D00743.obj,466,3018,Only triangles,[-14.61817265  -6.0186882    6.50239992],[ 0.99107301 54.57381058 13.5699501 ]
Violin,D00891.obj,1959,12369,Only triangles,[36.63700104 11.98919964  0.        ],[62.43659973 86.5644989   7.19455004]
Violin,D00898.obj,7672,41214,Only triangles,[-1.18662  -0.145814 -0.062188],[-0.98058498 -0.030921    0.52223003]
Violin,D00993.obj,7350,46929,Only triangles,[ 4.52953005  0.194657   -3.44774008],[ 4.98730993  0.52078199 -1.94464993]
Wheel,m733.obj,648,1296,Only triangles,[0.025 0.025 0.025],[0.97094798 0.97500002 0.438043  ]
Wheel,m734.obj,1396,1816,Only triangles,[0.025 0.025 0.025],[0.203917   0.97500002 0.96979398]
Wheel,m735.obj,720,1400,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.113517  ]
Wheel,m736.obj,504,972,Only triangles,[0.025 0.025 0.025],[0.236112   0.97500002 0.97500002]
Wheel,m737.obj,3783,7110,Only triangles,[0.025 0.025 0.025],[0.53952903 0.97500002 0.97496098]
Wheel,m738.obj,413,700,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.50208199]
Wheel,m739.obj,794,1624,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.41363499]
Wheel,m740.obj,4352,7556,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.477833  ]
Wheel,m741.obj,722,1422,Only triangles,[0.025 0.025 0.025],[0.97500002 0.91166699 0.91166699]
Wheel,m742.obj,256,508,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.20104501]
Wheel,m743.obj,512,1020,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.111379  ]
Wheel,m744.obj,3721,7442,Only triangles,[0.025 0.025 0.025],[0.97470099 0.97500002 0.41322601]
Wheel,m745.obj,830,1660,Only triangles,[0.025 0.025 0.025],[0.97366101 0.97500002 0.52919602]
Wheel,m746.obj,80,128,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.690144  ]
Wheel,m747.obj,128,252,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.15291999]
Wheel,m748.obj,1247,2490,Only triangles,[0.025 0.025 0.025],[0.97500002 0.97500002 0.375898  ]
Wheel,m749.obj,160,315,Only triangles,[0.025 0.025 0.025],[0.90690303 0.97500002 0.73275298]
WheelChair,D00004.obj,27581,47752,Only triangles,[-0.53918499 -0.39583901 -0.410905  ],[1.24601996 0.435985   0.381082  ]
WheelChair,D00070.obj,8476,16832,Only triangles,[-1.26678002 -0.65640599 -0.67847598],[0.67226398 0.52573502 0.55200702]
WheelChair,D00088.obj,26911,53400,Only triangles,[-0.86081803 -0.56919003 -0.66770297],[0.88263398 0.425282   0.44938299]
WheelChair,D00183.obj,3475,5646,Only triangles,[-0.96475899 -0.53498203 -0.478001  ],[0.88709599 0.60083997 0.594706  ]
WheelChair,D00203.obj,867,1719,Only triangles,[-1.19246006 -0.43372801 -0.627437  ],[0.618101   0.59867102 0.55967301]
WheelChair,D00274.obj,2012,3167,Only triangles,[-0.70245498 -0.45841599 -0.41320601],[1.16386998 0.533167   0.69231099]
WheelChair,D00290.obj,5009,9882,Only triangles,[-0.86828601 -0.45848301 -0.54403698],[0.99278098 0.56517202 0.50362098]
WheelChair,D00365.obj,7244,14412,Only triangles,[-0.88269103 -0.64237601 -0.57090503],[0.92088097 0.388073   0.422663  ]
WheelChair,D00394.obj,36064,58292,Only triangles,[-1.10447001 -0.48558301 -0.57307202],[0.79447401 0.57469898 0.53599602]
WheelChair,D00449.obj,27053,42060,Only triangles,[-0.98449999 -0.38263699 -0.634803  ],[0.79464102 0.78550297 0.639799  ]
WheelChair,D00453.obj,709,1012,Only triangles,[-0.587937   -0.74583298 -0.54362702],[1.04182994 0.35363701 0.59515703]
WheelChair,D00499.obj,2362,4077,Only triangles,[-0.68946302 -0.454981   -0.380234  ],[1.16514003 0.48539099 0.69321698]
WheelChair,D00526.obj,679,1232,Only triangles,[-0.88346398 -0.51901197 -0.56457102],[0.90335798 0.637842   0.682028  ]
WheelChair,D00604.obj,986,1527,Only triangles,[-0.71117002 -0.718189   -0.52478302],[1.16462004 0.34290099 0.61659598]
WheelChair,D00628.obj,29552,45128,Only triangles,[-0.77213198 -0.54863298 -0.609514  ],[0.98922098 0.523628   0.57729501]
WheelChair,D00687.obj,8188,16268,Only triangles,[-0.832973   -0.38382101 -0.446596  ],[0.99701399 0.54519498 0.52508998]
WheelChair,D00720.obj,43966,83378,Only triangles,[-1.25623    -0.51129597 -0.426438  ],[0.625036   0.625521   0.52399403]
WheelChair,D00782.obj,1144,1940,Only triangles,[-1.18256998 -0.42522299 -0.59610301],[0.70089    0.70241803 0.61337   ]
WheelChair,D00821.obj,8188,16268,Only triangles,[-0.82490599 -0.346825   -0.468272  ],[1.00177002 0.52897298 0.50854701]
WheelChair,D00846.obj,8834,17196,Only triangles,[-0.91515499 -0.56032503 -0.62717599],[0.94955099 0.51941502 0.53805602]
AircraftBuoyant,m1337.obj,10001,19994,Only triangles,[0.025 0.025 0.025],[0.88923401 0.97500002 0.88923401]
AircraftBuoyant,m1338.obj,10002,19996,Only triangles,[0.025 0.025 0.025],[0.93305802 0.97500002 0.93790102]
